,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location,year,month
775986,23093812,04/20/2012 07:31:00 PM,04/20/2012 07:31:00 PM,DSNY,BCC - Staten Island,Derelict Vehicles,14 Derelict Vehicles,Street,10301.0,28 TAFT AVENUE,TAFT AVENUE,WESTERVELT AVENUE,BISMARK AVENUE,,,ADDRESS,STATEN ISLAND,DSNY Garage,Pending,,The Department of Sanitation removed the items.,04/20/2012 07:31:00 PM,01 STATEN ISLAND,STATEN ISLAND,960940.0,172836.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6410408346079,-74.08399212912083,"(40.641040834608, -74.083992129121)",2012,4
666816,36991681,08/20/2017 02:59:45 PM,08/20/2017 11:31:18 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10455.0,1041 AVENUE ST JOHNS,AVENUE ST JOHNS,SOUTHERN BOULEVARD,TIMPSON PLACE,,,ADDRESS,BRONX,Precinct,Closed,08/20/2017 10:59:45 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/20/2017 11:31:18 PM,02 BRONX,BRONX,1011587.0,235314.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81251605123453,-73.90124372681012,"(40.812516051235, -73.90124372681)",2017,8
478754,31162158,07/25/2015 05:29:58 PM,07/25/2015 07:11:15 PM,NYPD,New York City Police Department,Noise,Loud Music/Party,Store/Commercial,11238.0,810 WASHINGTON AVENUE,WASHINGTON AVENUE,STERLING PLACE,ST JOHNS PLACE,,,ADDRESS,BROOKLYN,Precinct,Closed,07/26/2015 01:29:58 AM,The Police Department responded to the complaint and took action to fix the condition.,07/25/2015 07:11:15 PM,08 BROOKLYN,BROOKLYN,994511.0,184770.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.673821772540244,-73.96300872004973,"(40.67382177254, -73.96300872005)",2015,7
579963,35993672,04/20/2017 11:33:00 AM,04/20/2017 11:33:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11221.0,,,,,STUYVESANT AVENUE,DE KALB AVENUE,INTERSECTION,BROOKLYN,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,04/19/2017 11:33:00 AM,03 BROOKLYN,BROOKLYN,1002516.0,191891.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69335439058047,-73.93413110732853,"(40.69335439058, -73.934131107329)",2017,4
290472,33462113,05/28/2016 03:08:54 PM,05/28/2016 03:48:18 PM,NYPD,New York City Police Department,Noise,Car/Truck Music,Street/Sidewalk,11237.0,248 STOCKHOLM STREET,STOCKHOLM STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,05/28/2016 11:08:54 PM,The Police Department responded to the complaint and determined that police action was not necessary.,05/28/2016 03:48:18 PM,04 BROOKLYN,BROOKLYN,1006198.0,194848.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70146229865458,-73.9208438442585,"(40.701462298655, -73.920843844258)",2016,5
319919,32647123,02/10/2016 09:59:26 PM,02/12/2016 01:15:22 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10040.0,10 HILLSIDE AVENUE,HILLSIDE AVENUE,,,,,ADDRESS,NEW YORK,,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,02/12/2016 01:15:22 AM,12 MANHATTAN,MANHATTAN,1003386.0,252253.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85903026260549,-73.9308219066893,"(40.859030262605, -73.930821906689)",2016,2
120879,29058335,10/12/2014 07:10:27 AM,10/12/2014 07:41:27 AM,NYPD,New York City Police Department,Noise,Banging/Pounding,Residential Building/House,11421.0,91-40 85 STREET,85 STREET,91 AVENUE,ATLANTIC AVENUE,,,ADDRESS,WOODHAVEN,Precinct,Closed,10/12/2014 03:10:27 PM,This complaint does not fall under the Police Department's jurisdiction.,10/12/2014 07:41:27 AM,09 QUEENS,QUEENS,1023895.0,189602.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68700167375033,-73.85705001774029,"(40.68700167375, -73.85705001774)",2014,10
398623,35131824,12/29/2016 12:33:37 AM,12/29/2016 07:15:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11211.0,225 SOUTH    4 STREET,SOUTH    4 STREET,S    4 ST EN WILLIAMSBURG BRDG,ROEBLING STREET,,,ADDRESS,BROOKLYN,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,12/29/2016 07:15:00 PM,01 BROOKLYN,BROOKLYN,995551.0,198144.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71052904279133,-73.95923704652165,"(40.710529042791, -73.959237046522)",2016,12
676890,30750296,06/02/2015 01:12:30 AM,06/02/2015 01:34:04 AM,NYPD,New York City Police Department,Noise,Loud Music/Party,Residential Building/House,11233.0,351 HOWARD AVENUE,HOWARD AVENUE,PACIFIC STREET,DEAN STREET,,,ADDRESS,BROOKLYN,Precinct,Closed,06/02/2015 09:12:30 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/02/2015 01:34:04 AM,16 BROOKLYN,BROOKLYN,1006622.0,185391.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67550395508911,-73.91934607921762,"(40.675503955089, -73.919346079218)",2015,6
568257,34526447,10/12/2016 11:12:39 PM,10/15/2016 02:20:38 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11216.0,404 MARCUS GARVEY BOULEVARD,MARCUS GARVEY BOULEVARD,,,,,ADDRESS,BROOKLYN,,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",10/15/2016 02:20:38 AM,03 BROOKLYN,BROOKLYN,1001427.0,188136.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68304996084978,-73.93806771469298,"(40.68304996085, -73.938067714693)",2016,10
81498,36353918,06/03/2017 07:20:00 PM,06/10/2017 04:45:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10128.0,304 EAST   96 STREET,EAST   96 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/10/2017 04:45:00 PM,08 MANHATTAN,MANHATTAN,999053.0,224916.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.784006271712926,-73.94654633158622,"(40.784006271713, -73.946546331586)",2017,6
809405,35093184,12/23/2016 10:02:54 AM,12/23/2016 12:08:18 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10473.0,742 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,SEWARD AVENUE,SOUNDVIEW AVENUE,,,ADDRESS,BRONX,Precinct,Closed,12/23/2016 06:02:54 PM,The Police Department issued a summons in response to the complaint.,12/23/2016 12:08:18 PM,09 BRONX,BRONX,1021465.0,238128.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8202035947958,-73.86554340497932,"(40.820203594796, -73.865543404979)",2016,12
183427,36931463,08/13/2017 12:45:18 AM,08/13/2017 03:00:06 AM,NYPD,New York City Police Department,Noise,Loud Music/Party,Residential Building/House,10002.0,155 RIDGE STREET,RIDGE STREET,STANTON STREET,EAST HOUSTON STREET,,,ADDRESS,NEW YORK,Precinct,Closed,08/13/2017 08:45:18 AM,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,08/13/2017 03:00:06 AM,03 MANHATTAN,MANHATTAN,989101.0,201714.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72033372596078,-73.98249976357808,"(40.720333725961, -73.982499763578)",2017,8
266987,38146858,01/07/2018 09:13:45 AM,01/09/2018 07:50:33 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10025.0,233 WEST  109 STREET,WEST  109 STREET,,,,,ADDRESS,NEW YORK,,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/09/2018 07:50:33 PM,07 MANHATTAN,MANHATTAN,993776.0,231807.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.80292746607608,-73.96559181450435,"(40.802927466076, -73.965591814504)",2018,1
480027,37951897,12/15/2017 01:20:38 PM,12/22/2017 09:58:56 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11209.0,61 OLIVER STREET,OLIVER STREET,,,,,ADDRESS,BROOKLYN,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,12/22/2017 09:58:56 AM,10 BROOKLYN,BROOKLYN,973587.0,165056.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61971063500093,-74.03840934205813,"(40.619710635001, -74.038409342058)",2017,12
781112,36640574,07/08/2017 01:08:40 AM,07/08/2017 02:13:05 AM,NYPD,New York City Police Department,Noise,Loud Music/Party,Store/Commercial,10036.0,667 10 AVENUE,10 AVENUE,WEST 46 STREET,WEST 47 STREET,,,ADDRESS,NEW YORK,Precinct,Closed,07/08/2017 09:08:40 AM,The Police Department responded to the complaint and determined that police action was not necessary.,07/08/2017 02:13:05 AM,04 MANHATTAN,MANHATTAN,986088.0,217089.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76253541094182,-73.9933651175421,"(40.762535410942, -73.993365117542)",2017,7
606326,38334713,01/30/2018 12:02:32 AM,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,11366.0,76-30 162 STREET,162 STREET,76 ROAD,77 AVENUE,,,ADDRESS,FRESH MEADOWS,,Assigned,03/16/2018 01:00:04 PM,The Department of Parks and Recreation has inspected the location and will perform work to correct the condition.,01/30/2018 01:00:21 PM,08 QUEENS,QUEENS,1037881.0,203383.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.724753480991026,-73.80651037278204,"(40.724753480991, -73.806510372782)",2018,1
788341,38492640,02/16/2018 09:30:38 PM,02/21/2018 02:12:29 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10039.0,230 WEST  150 STREET,WEST  150 STREET,,,,,ADDRESS,NEW YORK,,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",02/21/2018 02:12:29 AM,10 MANHATTAN,MANHATTAN,1001475.0,239932.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.825216661516,-73.93776196109727,"(40.825216661516, -73.937761961097)",2018,2
187814,28249713,06/14/2014 12:39:01 AM,06/14/2014 07:24:21 AM,NYPD,New York City Police Department,Noise,Loud Television,Residential Building/House,10467.0,655 PELHAM PARKWAY,PELHAM PARKWAY,BARKER AVENUE,BEND,,,ADDRESS,BRONX,Precinct,Closed,06/14/2014 08:39:01 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/14/2014 07:24:21 AM,11 BRONX,BRONX,1020386.0,251805.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.857747421889655,-73.86936810048955,"(40.85774742189, -73.86936810049)",2014,6
740982,33654509,06/21/2016 11:46:00 AM,06/21/2016 11:46:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11218.0,,,,,39 STREET,FORT HAMILTON PARKWAY,INTERSECTION,BROOKLYN,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,06/20/2016 11:46:00 AM,12 BROOKLYN,BROOKLYN,986887.0,173599.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.64316538712898,-73.99049788660518,"(40.643165387129, -73.990497886605)",2016,6
172129,38801474,03/28/2018 09:45:00 AM,03/31/2018 12:00:00 PM,DSNY,BCC - Brooklyn South,Missed Collection (All Materials),1RB Missed Recycling - M/G/Pl,Sidewalk,11229.0,1624 EAST   23 STREET,EAST   23 STREET,AVENUE P,QUENTIN ROAD,,,ADDRESS,BROOKLYN,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,03/31/2018 12:00:00 PM,15 BROOKLYN,BROOKLYN,997970.0,161726.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61056626849207,-73.95058576387216,"(40.610566268492, -73.950585763872)",2018,3
848974,32169521,12/09/2015 07:19:33 PM,12/10/2015 12:16:52 AM,NYPD,New York City Police Department,Noise,Loud Music/Party,Residential Building/House,11206.0,920 MYRTLE AVENUE,MYRTLE AVENUE,TOMPKINS AVENUE,THROOP AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,12/10/2015 03:19:33 AM,The Police Department reviewed your complaint and provided additional information below.,12/10/2015 12:16:52 AM,03 BROOKLYN,BROOKLYN,999406.0,192785.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.695814085286024,-73.9453440414906,"(40.695814085286, -73.945344041491)",2015,12
145154,30200933,03/17/2015 03:44:00 PM,03/18/2015 12:00:00 PM,DSNY,Queens East 12,Sanitation,15 Street Cond/Dump-Out/Drop-Off,Street,11413.0,,,,,NASHVILLE BOULEVARD,201 STREET,INTERSECTION,Springfield Gardens,,Closed,,The Department of Sanitation removed the items.,03/18/2015 12:00:00 PM,12 QUEENS,QUEENS,1053945.0,190500.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68928085630439,-73.74868838926972,"(40.689280856304, -73.74868838927)",2015,3
294917,30546181,05/04/2015 02:18:44 PM,05/05/2015 01:32:14 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223.0,1889 EAST 2 STREET,EAST 2 STREET,BILLINGS PLACE,COLIN PLACE,,,ADDRESS,BROOKLYN,Precinct,Closed,05/04/2015 10:18:44 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,05/05/2015 01:32:14 AM,15 BROOKLYN,BROOKLYN,992370.0,159107.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60338455079193,-73.97075798666566,"(40.603384550792, -73.970757986666)",2015,5
221115,38899790,04/09/2018 06:12:58 PM,04/10/2018 06:09:19 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11230,1388 EAST 12 STREET,EAST 12 STREET,ELM AVENUE,AVENUE N,,,ADDRESS,BROOKLYN,Precinct,Closed,04/10/2018 02:12:58 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,04/10/2018 06:09:19 AM,14 BROOKLYN,BROOKLYN,994675.0,163604.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61572547992691,-73.96245020300749,"(40.615725479927, -73.962450203007)",2018,4
198555,33698069,06/27/2016 06:41:49 PM,06/30/2016 01:54:47 PM,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11225,451 ROGERS AVENUE,ROGERS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,06/30/2016 01:54:47 PM,09 BROOKLYN,BROOKLYN,997118.0,180285.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.661508042588494,-73.9536189523213,"(40.661508042588, -73.953618952321)",2016,6
557213,37710861,11/16/2017 07:28:52 AM,11/16/2017 02:44:39 PM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11212.0,468 HERZL STREET,HERZL STREET,NEWPORT STREET,LOTT AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,11/16/2017 03:28:52 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/16/2017 02:44:39 PM,16 BROOKLYN,BROOKLYN,1008476.0,179095.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.658217964747024,-73.91268480119807,"(40.658217964747, -73.912684801198)",2017,11
881706,32961051,03/22/2016 11:04:46 AM,05/09/2016 08:57:48 AM,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10031.0,3421 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",05/09/2016 08:57:48 AM,09 MANHATTAN,MANHATTAN,997214.0,239027.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82273997537438,-73.95315971688359,"(40.822739975374, -73.953159716884)",2016,3
